"","values_baccini","value12","Value_3000"
"2268",6.304808,14.041158,8.885123
"2269",3.8706,16.698462,8.486629
"2270",2.809959,12.939457,8.155351
"2271",3.532091,13.223739,8.281137
"2272",6.683576,13.187986,8.36342
"2273",5.674217,16.117155,8.417896
"2274",6.356437,16.039646,8.384338
"2275",4.780914,15.527772,8.187678
"2276",3.616569,15.330738,7.860144
"2277",1.122118,0,1.547206
"2278",1.127417,0,1.803309
"2279",0.993842,0,2.198449
"2280",0.993104,0,0.671915
"2281",1.122833,0,0
"2282",1.47585,0,2.253432
"2283",4.697244,29.002731,11.234641
"2284",9.523319,24.999313,13.289864
"2285",11.930187,15.121855,8.797299
"2286",12.778405,15.474672,10.750734
"2287",11.394209,16.398937,11.878522
"2288",8.414179,19.228098,12.509335
"2289",8.016174,17.132189,12.28325
"2290",1.509393,15.879645,10.579914
"2291",1.278134,16.883064,9.243779
"2292",1.037557,16.60788,8.971657
"2293",1.968004,16.357418,8.786809
"2294",1.353266,13.477965,8.35582
"2295",2.238865,15.27107,8.138908
"2296",2.663939,13.314053,8.272629
"2297",6.177464,15.850218,8.423734
"2298",7.089919,15.828897,8.43795
"2299",10.505512,14.78192,9.203937
"2300",9.060808,15.036818,9.627126
"2301",10.512864,15.009722,9.545893
"2302",7.856405,17.445539,9.441916
"2303",7.396315,17.578894,9.439141
"2304",5.835121,18.505846,9.617203
"2305",3.120218,15.021811,9.196243
"2306",1.838168,14.596406,8.611421
"2307",2.128777,14.743038,8.830397
"2308",1.841818,17.978235,9.201467
"2309",2.947805,18.029165,9.279222
"2310",4.626482,17.344315,8.801862
"2311",4.127243,16.723455,8.394197
"2312",2.911689,13.602221,8.325773
"2313",3.354784,16.565342,8.364274
"2314",3.592719,13.578456,8.533211
"2315",3.497421,16.732967,8.594118
"2316",2.365261,13.501689,8.632688
"2317",1.275845,0,0
"2318",1.404445,0,0.178888
"2319",1.246761,0,0
"2320",1.074464,0,0
"2321",1.212156,0,0
"2322",1.863568,0,0.283905
"2323",7.457496,12.665093,5.091527
"2324",11.034122,14.063025,7.086776
"2325",12.58032,15.963043,10.544677
"2326",11.847774,20.103369,12.908226
"2327",5.385075,17.183329,12.560537
"2328",1.937607,15.941269,11.638671
"2329",2.275414,14.995367,9.923071
"2330",1.763248,16.918192,9.457464
"2331",2.201623,14.665168,9.282305
"2332",1.824738,14.875275,9.276592
"2333",7.825952,14.635835,9.103595
"2334",5.251725,13.956927,8.684715
"2335",10.659772,13.582951,8.415717
"2336",10.562671,15.887889,8.469232
"2337",11.301537,14.237558,8.871844
"2338",11.139366,14.859341,9.319453
"2339",10.514776,16.595396,8.928163
"2340",7.928642,16.229691,8.439227
"2341",5.403243,13.269508,7.757588
"2342",5.918409,13.378382,7.666597
"2343",2.619394,16.059631,7.90936
"2344",1.050167,17.347616,8.444926
"2345",0.968094,18.239683,9.04498
"2346",1.916524,18.640408,9.486102
"2347",3.058008,18.332848,9.300245
"2348",2.898343,17.149435,8.642934
"2349",3.286286,13.84201,8.332674
"2350",2.788623,16.499311,8.313324
"2351",1.801224,13.799821,8.445144
"2352",2.140284,0,0
"2353",1.470016,0,0.274048
"2354",1.150922,0,0
"2355",1.281108,0,0
"2356",1.536332,0,0
"2357",8.73091,0,2.730129
"2358",7.335756,10.085093,5.776211
"2359",12.593127,20.088448,12.753834
"2360",12.459467,16.878389,12.705875
"2361",4.65382,17.846394,11.792021
"2362",8.323542,15.289091,11.228284
"2363",4.467624,17.263668,10.400242
"2364",2.486991,15.449705,9.86024
"2365",2.372476,15.600963,9.750808
"2366",7.551842,15.603275,9.6766
"2367",10.188725,14.749876,9.095366
"2368",11.891637,15.800433,8.478106
"2369",11.140449,13.810598,8.375675
"2370",10.819551,13.383367,7.838967
"2371",11.684324,12.427248,6.858894
"2372",9.478749,12.195656,6.702641
"2373",8.269472,11.468908,5.977343
"2374",5.455497,9.976452,5.218732
"2375",3.719791,11.213061,5.846278
"2376",4.90369,13.19838,6.974622
"2377",2.629757,16.092751,7.685737
"2378",3.376753,17.518496,8.70314
"2379",2.503419,17.976124,9.149599
"2380",2.191351,17.473955,8.825455
"2381",2.307505,13.451077,7.838327
"2382",1.618354,13.272191,7.578616
"2383",1.124521,0,0
"2384",0.607847,0,0
"2385",0.99841,0,0
"2386",4.234159,0,0.010492
"2387",11.97858,0,2.453621
"2388",11.869768,19.789988,12.270988
"2389",12.846828,16.944042,12.808841
"2390",12.863877,18.047571,12.106282
"2391",12.218233,15.661169,11.61341
"2392",4.737584,15.5686,11.153547
"2393",2.459461,15.729857,10.342566
"2394",2.942349,15.80874,9.911267
"2395",4.259387,15.419579,9.506919
"2396",9.910459,14.584917,8.910604
"2397",10.983456,14.062044,8.528261
"2398",12.942194,13.743236,8.126712
"2399",12.616528,12.998665,7.390172
"2400",11.347599,10.409367,5.709842
"2401",8.730274,8.73624,5.121354
"2402",4.765737,8.203235,4.989373
"2403",3.402092,8.337056,5.033887
"2404",2.125264,10.797226,5.797701
"2405",2.836533,12.692724,6.922853
"2406",2.504812,12.523176,6.716328
"2407",1.966098,11.380308,6.070407
"2408",3.162176,11.7654,6.385817
"2409",2.739134,11.2421,5.982313
"2410",0.254628,0,0.701972
"2411",0.889147,0,0
"2412",6.284693,0,0
"2413",11.548231,7.132751,4.320973
"2414",11.641666,16.401051,12.132313
"2415",13.14738,16.984653,12.265091
"2416",13.973839,17.650835,12.936465
"2417",7.029105,18.196671,13.293368
"2418",3.908463,21.75153,13.347264
"2419",6.261606,18.338921,12.948036
"2420",5.582863,17.787468,9.976954
"2421",7.455709,14.419014,8.806695
"2422",8.25885,13.991514,8.42328
"2423",13.317657,13.713335,8.007476
"2424",11.998439,11.892015,6.635159
"2425",6.929636,7.964735,5.053347
"2426",5.036125,0,3.251465
"2427",3.405478,0,2.888311
"2428",1.940478,3.839227,3.938075
"2429",2.411907,10.567577,5.751884
"2430",2.625136,11.917433,6.267127
"2431",1.650739,8.556378,5.203588
"2432",1.392306,0,0
"2433",7.878102,4.063619,2.68984
"2434",10.006548,14.805099,10.045681
"2435",12.442802,12.718273,6.809573
"2436",12.645395,19.306152,13.734076
"2437",12.33964,18.728773,13.897897
"2438",6.046303,18.935045,13.985578
"2439",7.941576,22.872261,13.99181
"2440",8.194095,22.248369,13.420563
"2441",7.055691,16.512875,10.607413
"2442",8.156652,14.605615,8.794163
"2443",8.393034,14.10795,8.159496
"2444",6.82796,10.678724,6.197596
"2445",4.764613,2.934671,5.166913
"2446",3.497104,0,2.393306
"2447",3.717675,0,0.278591
"2448",3.609779,0,1.598511
"2449",3.255829,2.866614,3.632457
"2450",1.377808,0,0.484993
"2451",4.013842,0,2.932791
"2452",3.578742,2.396105,2.290873
"2453",8.852103,16.121214,7.611937
"2454",12.008423,23.513615,14.023039
"2455",11.455798,19.101612,14.063881
"2456",11.678884,22.757999,14.015828
"2457",11.568687,19.121098,13.674397
"2458",7.271222,18.994169,13.316003
"2459",3.251431,17.377525,11.976919
"2460",3.496819,13.123337,7.876074
"2461",4.834519,7.504081,5.641718
"2462",4.577211,0,3.260592
"2463",3.888448,0,0.357066
"2464",3.516958,0,0
"2465",1.219596,5.50117,2.734108
"2466",5.323861,20.209536,7.384175
"2467",10.705597,27.740829,12.711929
"2468",11.762691,24.507967,13.996346
"2469",10.040154,19.069149,13.3776
"2470",3.441059,21.835804,13.263844
"2471",2.059075,17.159002,12.289323
"2472",1.792204,14.352539,8.464817
"2473",1.278961,7.982702,6.418343
"2474",5.349041,0,0.439451
"2475",10.075816,0,2.67078
"2476",11.769063,2.111479,4.994406
"2477",3.614647,12.337363,8.020615
